"Year","AwardSeason","Category","CategoryType","Nominee","Additional Info","Won"
"1963","36","BEST PICTURE",NA,"CLEOPATRA","Walter Wanger, Producer","NO"
"1963","36","BEST PICTURE",NA,"HOW THE WEST WAS WON","Bernard Smith, Producer","NO"
"1963","36","BEST PICTURE",NA,"LILIES OF THE FIELD","Ralph Nelson, Producer","NO"
"1963","36","BEST PICTURE",NA,"TOM JONES","Tony Richardson, Producer","YES"
"1963","36","SHORT FILM","Animated","AUTOMANIA 2000","John Halas, Producer","NO"
"1963","36","SHORT FILM","Animated","THE CRITIC","Ernest Pintoff, Producer","YES"
"1963","36","SHORT FILM","Animated","THE GAME (IGRA)","Dusan Vukotic, Producer","NO"
"1963","36","SHORT FILM","Animated","MY FINANCIAL CAREER","Colin Low and Tom Daly, Producers","NO"
"1963","36","SHORT FILM","Animated","PIANISSIMO","Carmen D'Avino, Producer","NO"
"1963","36","SHORT FILM","Live Action","THE CONCERT","Ezra Baker, Producer","NO"
"1963","36","SHORT FILM","Live Action","HOME-MADE CAR","James Hill, Producer","NO"
"1963","36","SHORT FILM","Live Action","AN OCCURRENCE AT OWL CREEK BRIDGE","Paul de Roubaix and Marcel Ichac, Producers","YES"
"1963","36","SHORT FILM","Live Action","SIX-SIDED TRIANGLE","Christopher Miles, Producer","NO"
"1963","36","SHORT FILM","Live Action","THAT'S ME","Walker Stuart, Producer","NO"
"1963","36","SOUND",NA,"BYE BYE BIRDIE","Columbia Studio Sound Department, Charles Rice, Sound Director","NO"
"1963","36","SOUND",NA,"CAPTAIN NEWMAN, M.D.","Universal City Studio Sound Department, Waldon O. Watson, Sound Director","NO"
"1963","36","SOUND",NA,"CLEOPATRA","20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director","NO"
"1963","36","SOUND",NA,"HOW THE WEST WAS WON","Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director","YES"
"1963","36","SOUND",NA,"IT'S A MAD, MAD, MAD, MAD WORLD","Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director","NO"
"1963","36","SOUND EDITING",NA,"A GATHERING OF EAGLES","Robert L. Bratton","NO"
"1963","36","SOUND EDITING",NA,"IT'S A MAD, MAD, MAD, MAD WORLD","Walter G. Elliott","YES"
"1963","36","VISUAL EFFECTS",NA,"THE BIRDS","Ub Iwerks","NO"
"1963","36","VISUAL EFFECTS",NA,"CLEOPATRA","Emil Kosa, Jr.","YES"
"1963","36","WRITING",NA,"CAPTAIN NEWMAN, M.D.","Richard L. Breen, Phoebe Ephron, Henry Ephron","NO"
"1963","36","WRITING",NA,"HUD","Irving Ravetch, Harriet Frank, Jr.","NO"
"1963","36","WRITING",NA,"LILIES OF THE FIELD","James Poe","NO"
"1963","36","WRITING",NA,"SUNDAYS AND CYBELE","Serge Bourguignon, Antoine Tudal","NO"
"1963","36","WRITING",NA,"TOM JONES","John Osborne","YES"
"1963","36","WRITING",NA,"AMERICA AMERICA","Elia Kazan","NO"
"1963","36","WRITING",NA,"FEDERICO FELLINI'S 8-1/2","Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","NO"
"1963","36","WRITING",NA,"THE FOUR DAYS OF NAPLES","Story by Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy, Vasco Pratolini; Screenplay by Carlo Bernari, Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy","NO"
"1963","36","WRITING",NA,"HOW THE WEST WAS WON","James R. Webb","YES"
"1963","36","WRITING",NA,"LOVE WITH THE PROPER STRANGER","Arnold Schulman","NO"
"1963","36","IRVING G. THALBERG MEMORIAL AWARD",NA,"SAM SPIEGEL","","YES"
"1963","36","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","DOUGLAS G. SHEARER AND A. ARNOLD GILLESPIE","","YES"
"1962","35","ACTOR","Leading Role","BURT LANCASTER","Birdman of Alcatraz {'Robert Stroud'}","NO"
"1962","35","ACTOR","Leading Role","JACK LEMMON","Days of Wine and Roses {'Joe Clay'}","NO"
"1962","35","ACTOR","Leading Role","MARCELLO MASTROIANNI","Divorce--Italian Style {'Ferdinando Cefalu'}","NO"
"1962","35","ACTOR","Leading Role","PETER O'TOOLE","Lawrence of Arabia {'T.E. Lawrence'}","NO"
"1962","35","ACTOR","Leading Role","GREGORY PECK","To Kill a Mockingbird {'Atticus Finch'}","YES"
"1962","35","ACTOR","Supporting Role","ED BEGLEY","Sweet Bird of Youth {'Tom 'Boss' Finley'}","YES"
"1962","35","ACTOR","Supporting Role","VICTOR BUONO","What Ever Happened to Baby Jane? {'Edwin Flagg'}","NO"
"1962","35","ACTOR","Supporting Role","TELLY SAVALAS","Birdman of Alcatraz {'Feto Gomez'}","NO"
"1962","35","ACTOR","Supporting Role","OMAR SHARIF","Lawrence of Arabia {'Sherif Ali ibn el Kharish'}","NO"
"1962","35","ACTOR","Supporting Role","TERENCE STAMP","Billy Budd {'Billy Budd'}","NO"
"1962","35","ACTRESS","Leading Role","ANNE BANCROFT","The Miracle Worker {'Annie Sullivan'}","YES"
"1962","35","ACTRESS","Leading Role","BETTE DAVIS","What Ever Happened to Baby Jane? {'Jane Hudson'}","NO"
"1962","35","ACTRESS","Leading Role","KATHARINE HEPBURN","Long Day's Journey into Night {'Mary Tyrone'}","NO"
"1962","35","ACTRESS","Leading Role","GERALDINE PAGE","Sweet Bird of Youth {'Alexandra Del Lago'}","NO"
"1962","35","ACTRESS","Leading Role","LEE REMICK","Days of Wine and Roses {'Kirsten Arnesen'}","NO"
"1962","35","ACTRESS","Supporting Role","MARY BADHAM","To Kill a Mockingbird {'Scout Finch'}","NO"
"1962","35","ACTRESS","Supporting Role","PATTY DUKE","The Miracle Worker {'Helen Keller'}","YES"
"1962","35","ACTRESS","Supporting Role","SHIRLEY KNIGHT","Sweet Bird of Youth {'Heavenly Finley'}","NO"
"1962","35","ACTRESS","Supporting Role","ANGELA LANSBURY","The Manchurian Candidate {'Raymond's Mother'}","NO"
"1962","35","ACTRESS","Supporting Role","THELMA RITTER","Birdman of Alcatraz {'Elizabeth Stroud'}","NO"
"1962","35","ART DIRECTION",NA,"DAYS OF WINE AND ROSES","Art Direction: Joseph Wright; Set Decoration: George James Hopkins","NO"
"1962","35","ART DIRECTION",NA,"THE LONGEST DAY","Art Direction: Ted Haworth, Leon Barsacq, Vincent Korda; Set Decoration: Gabriel Bechir","NO"
"1962","35","ART DIRECTION",NA,"PERIOD OF ADJUSTMENT","Art Direction: George W. Davis, Edward Carfagno; Set Decoration: Henry Grace, Dick Pefferle","NO"
"1962","35","ART DIRECTION",NA,"THE PIGEON THAT TOOK ROME","Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Frank R. McKelvy","NO"
"1962","35","ART DIRECTION",NA,"TO KILL A MOCKINGBIRD","Art Direction: Alexander Golitzen, Henry Bumstead; Set Decoration: Oliver Emert","YES"
"1962","35","ART DIRECTION",NA,"LAWRENCE OF ARABIA","Art Direction: John Box, John Stoll; Set Decoration: Dario Simoni","YES"
"1962","35","ART DIRECTION",NA,"MEREDITH WILLSON'S THE MUSIC MAN","Art Direction: Paul Groesse; Set Decoration: George James Hopkins","NO"
"1962","35","ART DIRECTION",NA,"MUTINY ON THE BOUNTY","Art Direction: George W. Davis, J. McMillan Johnson; Set Decoration: Henry Grace, Hugh Hunt","NO"
"1962","35","ART DIRECTION",NA,"THAT TOUCH OF MINK","Art Direction: Alexander Golitzen, Robert Clatworthy; Set Decoration: George Milo","NO"
"1962","35","ART DIRECTION",NA,"THE WONDERFUL WORLD OF THE BROTHERS GRIMM","Art Direction: George W. Davis, Edward Carfagno; Set Decoration: Henry Grace, Dick Pefferle","NO"
"1962","35","CINEMATOGRAPHY",NA,"BIRDMAN OF ALCATRAZ","Burnett Guffey","NO"
"1962","35","CINEMATOGRAPHY",NA,"THE LONGEST DAY","Jean Bourgoin, Walter Wottitz, (Henri Persin)","YES"
"1962","35","CINEMATOGRAPHY",NA,"TO KILL A MOCKINGBIRD","Russell Harlan","NO"
"1962","35","CINEMATOGRAPHY",NA,"TWO FOR THE SEESAW","Ted McCord","NO"
"1962","35","CINEMATOGRAPHY",NA,"WHAT EVER HAPPENED TO BABY JANE?","Ernest Haller","NO"
"1962","35","CINEMATOGRAPHY",NA,"GYPSY","Harry Stradling, Sr.","NO"
"1962","35","CINEMATOGRAPHY",NA,"HATARI!","Russell Harlan","NO"
"1962","35","CINEMATOGRAPHY",NA,"LAWRENCE OF ARABIA","Fred A. Young","YES"
"1962","35","CINEMATOGRAPHY",NA,"MUTINY ON THE BOUNTY","Robert L. Surtees","NO"
"1962","35","CINEMATOGRAPHY",NA,"THE WONDERFUL WORLD OF THE BROTHERS GRIMM","Paul C. Vogel","NO"
"1962","35","COSTUME DESIGN",NA,"DAYS OF WINE AND ROSES","Don Feld","NO"
"1962","35","COSTUME DESIGN",NA,"THE MAN WHO SHOT LIBERTY VALANCE","Edith Head","NO"
"1962","35","COSTUME DESIGN",NA,"THE MIRACLE WORKER","Ruth Morley","NO"
"1962","35","COSTUME DESIGN",NA,"PHAEDRA","Denny Vachlioti","NO"
"1962","35","COSTUME DESIGN",NA,"WHAT EVER HAPPENED TO BABY JANE?","Norma Koch","YES"
"1962","35","COSTUME DESIGN",NA,"BON VOYAGE!","Bill Thomas","NO"
"1962","35","COSTUME DESIGN",NA,"GYPSY","Orry-Kelly","NO"
"1962","35","COSTUME DESIGN",NA,"MEREDITH WILLSON'S THE MUSIC MAN","Dorothy Jeakins","NO"
"1962","35","COSTUME DESIGN",NA,"MY GEISHA","Edith Head","NO"
"1962","35","COSTUME DESIGN",NA,"THE WONDERFUL WORLD OF THE BROTHERS GRIMM","Mary Wills","YES"
"1962","35","DIRECTING",NA,"DAVID AND LISA","Frank Perry","NO"
"1962","35","DIRECTING",NA,"DIVORCE--ITALIAN STYLE","Pietro Germi","NO"
"1962","35","DIRECTING",NA,"LAWRENCE OF ARABIA","David Lean","YES"
"1962","35","DIRECTING",NA,"THE MIRACLE WORKER","Arthur Penn","NO"
"1962","35","DIRECTING",NA,"TO KILL A MOCKINGBIRD","Robert Mulligan","NO"
"1962","35","DOCUMENTARY","Feature","ALVORADA (BRAZIL'S CHANGING FACE)","Hugo Niebeling, Producer","NO"
"1962","35","DOCUMENTARY","Feature","BLACK FOX","Louis Clyde Stoumen, Producer","YES"
"1962","35","DOCUMENTARY","Short Subject","DYLAN THOMAS","Jack Howells, Producer","YES"
"1962","35","DOCUMENTARY","Short Subject","THE JOHN GLENN STORY","William L. Hendricks, Producer","NO"
"1962","35","DOCUMENTARY","Short Subject","THE ROAD TO THE WALL","Robert Saudek, Producer","NO"
"1962","35","FILM EDITING",NA,"LAWRENCE OF ARABIA","Anne Coates","YES"
"1962","35","FILM EDITING",NA,"THE LONGEST DAY","Samuel E. Beetley","NO"
"1962","35","FILM EDITING",NA,"THE MANCHURIAN CANDIDATE","Ferris Webster","NO"
"1962","35","FILM EDITING",NA,"MEREDITH WILLSON'S THE MUSIC MAN","William Ziegler","NO"
"1962","35","FILM EDITING",NA,"MUTINY ON THE BOUNTY","John McSweeney, Jr.","NO"
"1962","35","FOREIGN LANGUAGE FILM",NA,"ELECTRA","Greece","NO"
"1962","35","FOREIGN LANGUAGE FILM",NA,"THE FOUR DAYS OF NAPLES","Italy","NO"
"1962","35","FOREIGN LANGUAGE FILM",NA,"KEEPER OF PROMISES (THE GIVEN WORD)","Brazil","NO"
"1962","35","FOREIGN LANGUAGE FILM",NA,"SUNDAYS AND CYBELE","France","YES"
"1962","35","FOREIGN LANGUAGE FILM",NA,"TLAYUCAN","Mexico","NO"
"1962","35","MUSIC","Scoring","FREUD","Jerry Goldsmith","NO"
"1962","35","MUSIC","Scoring","LAWRENCE OF ARABIA","Maurice Jarre","YES"
"1962","35","MUSIC","Scoring","MUTINY ON THE BOUNTY","Bronislau Kaper","NO"
"1962","35","MUSIC","Scoring","TARAS BULBA","Franz Waxman","NO"
"1962","35","MUSIC","Scoring","TO KILL A MOCKINGBIRD","Elmer Bernstein","NO"
"1962","35","MUSIC","Scoring","BILLY ROSE'S JUMBO","George Stoll","NO"
"1962","35","MUSIC","Scoring","GIGOT","Michel Magne","NO"
"1962","35","MUSIC","Scoring","GYPSY","Frank Perkins","NO"
"1962","35","MUSIC","Scoring","MEREDITH WILLSON'S THE MUSIC MAN","Ray Heindorf","YES"
"1962","35","MUSIC","Scoring","THE WONDERFUL WORLD OF THE BROTHERS GRIMM","Leigh Harline","NO"
"1962","35","MUSIC","Song","DAYS OF WINE AND ROSES","Music by Henry Mancini; Lyrics by Johnny Mercer","YES"
"1962","35","MUSIC","Song","MUTINY ON THE BOUNTY","Music by Bronislau Kaper; Lyrics by Paul Francis Webster","NO"
"1962","35","MUSIC","Song","TWO FOR THE SEESAW","Music by Andre Previn; Lyrics by Dory Langdon","NO"
"1962","35","MUSIC","Song","TENDER IS THE NIGHT","Music by Sammy Fain; Lyrics by Paul Francis Webster","NO"
"1962","35","MUSIC","Song","WALK ON THE WILD SIDE","Music by Elmer Bernstein; Lyrics by Mack David","NO"
"1962","35","BEST PICTURE",NA,"LAWRENCE OF ARABIA","Sam Spiegel, Producer","YES"
"1962","35","BEST PICTURE",NA,"THE LONGEST DAY","Darryl F. Zanuck, Producer","NO"
"1962","35","BEST PICTURE",NA,"MEREDITH WILLSON'S THE MUSIC MAN","Morton Da Costa, Producer","NO"
"1962","35","BEST PICTURE",NA,"MUTINY ON THE BOUNTY","Aaron Rosenberg, Producer","NO"
"1962","35","BEST PICTURE",NA,"TO KILL A MOCKINGBIRD","Alan J. Pakula, Producer","NO"
"1962","35","SHORT FILM","Animated","THE HOLE","John Hubley and Faith Hubley, Producers","YES"
"1962","35","SHORT FILM","Animated","ICARUS MONTGOLFIER WRIGHT","Jules Engel, Producer","NO"
"1962","35","SHORT FILM","Animated","NOW HEAR THIS","Warner Bros.","NO"
"1962","35","SHORT FILM","Animated","SELF DEFENSE--FOR COWARDS","William L. Snyder, Producer","NO"
"1962","35","SHORT FILM","Animated","SYMPOSIUM ON POPULAR SONGS","Walt Disney, Producer","NO"
"1962","35","SHORT FILM","Live Action","BIG CITY BLUES","Martina Huguenot van der Linden and Charles Huguenot van der Linden, Producers","NO"
"1962","35","SHORT FILM","Live Action","THE CADILLAC","Robert Clouse, Producer","NO"
"1962","35","SHORT FILM","Live Action","THE CLIFF DWELLERS (FORMERLY TITLED 'ONE PLUS ONE')","Hayward Anderson, Producer","NO"
"1962","35","SHORT FILM","Live Action","HEUREUX ANNIVERSAIRE (HAPPY ANNIVERSARY)","Pierre Etaix and J.C. Carrière, Producers","YES"
"1962","35","SHORT FILM","Live Action","PAN","Herman van der Horst, Producer","NO"
"1962","35","SOUND",NA,"BON VOYAGE!","Walt Disney Studio Sound Department, Robert O. Cook, Sound Director","NO"
"1962","35","SOUND",NA,"LAWRENCE OF ARABIA","Shepperton Studio Sound Department, John Cox, Sound Director","YES"
"1962","35","SOUND",NA,"MEREDITH WILLSON'S THE MUSIC MAN","Warner Bros. Studio Sound Department, George R. Groves, Sound Director","NO"
"1962","35","SOUND",NA,"THAT TOUCH OF MINK","Universal City Studio Sound Department, Waldon O. Watson, Sound Director","NO"
"1962","35","SOUND",NA,"WHAT EVER HAPPENED TO BABY JANE?","Glen Glenn Sound Department, Joseph Kelly, Sound Director","NO"
"1962","35","WRITING",NA,"DAVID AND LISA","Eleanor Perry","NO"
"1962","35","WRITING",NA,"LAWRENCE OF ARABIA","Robert Bolt, Michael Wilson","NO"
"1962","35","WRITING",NA,"LOLITA","Vladimir Nabokov","NO"
"1962","35","WRITING",NA,"THE MIRACLE WORKER","William Gibson","NO"
"1962","35","WRITING",NA,"TO KILL A MOCKINGBIRD","Horton Foote","YES"
"1962","35","WRITING",NA,"DIVORCE--ITALIAN STYLE","Ennio de Concini, Alfredo Giannetti, Pietro Germi","YES"
"1962","35","WRITING",NA,"FREUD","Story by Charles Kaufman; Screenplay by Charles Kaufman, Wolfgang Reinhardt","NO"
"1962","35","WRITING",NA,"LAST YEAR AT MARIENBAD","Alain Robbe-Grillet","NO"
"1962","35","WRITING",NA,"THAT TOUCH OF MINK","Stanley Shapiro, Nate Monaster","NO"
"1962","35","WRITING",NA,"THROUGH A GLASS DARKLY","Ingmar Bergman","NO"
"1962","35","JEAN HERSHOLT HUMANITARIAN AWARD",NA,"STEVE BROIDY","","YES"
"1962","35","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","RALPH CHAPMAN","","YES"
"1962","35","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","ALBERT S. PRATT, JAMES L. WASSELL AND HANS C. WOHLRAB","","YES"
"1962","35","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","NORTH AMERICAN PHILIPS CO., INC.,","","YES"
"1962","35","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","CHARLES E. SUTTER, WILLIAM BRYSON SMITH AND LOUIS C. KENNELL","","YES"
"1962","35","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","ELECTRO-VOICE, INC.,","","YES"
"1962","35","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","LOUIS G. MACKENZIE","","YES"
"1962","35","SPECIAL EFFECTS","archaic category","THE LONGEST DAY","Visual Effects by Robert MacDonald; Audible Effects by Jacques Maumont","YES"
"1962","35","SPECIAL EFFECTS","archaic category","MUTINY ON THE BOUNTY","Visual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory","NO"
"1961","34","ACTOR","Leading Role","CHARLES BOYER","Fanny {'César'}","NO"
"1961","34","ACTOR","Leading Role","PAUL NEWMAN","The Hustler {'Eddie Felson'}","NO"
"1961","34","ACTOR","Leading Role","MAXIMILIAN SCHELL","Judgment at Nuremberg {'Hans Rolfe'}","YES"
"1961","34","ACTOR","Leading Role","SPENCER TRACY","Judgment at Nuremberg {'Judge Dan Haywood'}","NO"
"1961","34","ACTOR","Leading Role","STUART WHITMAN","The Mark {'Jim Fuller'}","NO"
"1961","34","ACTOR","Supporting Role","GEORGE CHAKIRIS","West Side Story {'Bernardo'}","YES"
"1961","34","ACTOR","Supporting Role","MONTGOMERY CLIFT","Judgment at Nuremberg {'Rudolph Peterson'}","NO"
"1961","34","ACTOR","Supporting Role","PETER FALK","Pocketful of Miracles {'Joy Boy'}","NO"
"1961","34","ACTOR","Supporting Role","JACKIE GLEASON","The Hustler {'Minnesota Fats'}","NO"
"1961","34","ACTOR","Supporting Role","GEORGE C. SCOTT","The Hustler {'Bert Gordon'}","NO"
"1961","34","ACTRESS","Leading Role","AUDREY HEPBURN","Breakfast at Tiffany's {'Holly Golightly'}","NO"
"1961","34","ACTRESS","Leading Role","PIPER LAURIE","The Hustler {'Sarah Packard'}","NO"
"1961","34","ACTRESS","Leading Role","SOPHIA LOREN","Two Women {'Cesira'}","YES"
"1961","34","ACTRESS","Leading Role","GERALDINE PAGE","Summer and Smoke {'Alma Winemiller'}","NO"
"1961","34","ACTRESS","Leading Role","NATALIE WOOD","Splendor in the Grass {'Wilma Dean Loomis'}","NO"
"1961","34","ACTRESS","Supporting Role","FAY BAINTER","The Children's Hour {'Mrs. Amelia Tilford'}","NO"
"1961","34","ACTRESS","Supporting Role","JUDY GARLAND","Judgment at Nuremberg {'Irene Hoffman'}","NO"
"1961","34","ACTRESS","Supporting Role","LOTTE LENYA","The Roman Spring of Mrs. Stone {'Countess Magda Terribili-Gonzales'}","NO"
"1961","34","ACTRESS","Supporting Role","UNA MERKEL","Summer and Smoke {'Mrs. Winemiller'}","NO"
"1961","34","ACTRESS","Supporting Role","RITA MORENO","West Side Story {'Anita'}","YES"
"1961","34","ART DIRECTION",NA,"THE ABSENT MINDED PROFESSOR","Art Direction: Carroll Clark; Set Decoration: Emile Kuri, Hal Gausman","NO"
"1961","34","ART DIRECTION",NA,"THE CHILDREN'S HOUR","Art Direction: Fernando Carrere; Set Decoration: Edward G. Boyle","NO"
"1961","34","ART DIRECTION",NA,"THE HUSTLER","Art Direction: Harry Horner; Set Decoration: Gene Callahan","YES"
"1961","34","ART DIRECTION",NA,"JUDGMENT AT NUREMBERG","Art Direction: Rudolph Sternad; Set Decoration: George Milo","NO"
"1961","34","ART DIRECTION",NA,"LA DOLCE VITA","Piero Gherardi","NO"
"1961","34","ART DIRECTION",NA,"BREAKFAST AT TIFFANY'S","Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Ray Moyer","NO"
"1961","34","ART DIRECTION",NA,"EL CID","Art Direction: Veniero Colasanti, John Moore","NO"
"1961","34","ART DIRECTION",NA,"FLOWER DRUM SONG","Art Direction: Alexander Golitzen, Joseph Wright; Set Decoration: Howard Bristol","NO"
"1961","34","ART DIRECTION",NA,"SUMMER AND SMOKE","Art Direction: Hal Pereira, Walter Tyler; Set Decoration: Sam Comer, Arthur Krams","NO"
"1961","34","ART DIRECTION",NA,"WEST SIDE STORY","Art Direction: Boris Leven; Set Decoration: Victor A. Gangelin","YES"
"1961","34","CINEMATOGRAPHY",NA,"THE ABSENT MINDED PROFESSOR","Edward Colman","NO"
"1961","34","CINEMATOGRAPHY",NA,"THE CHILDREN'S HOUR","Franz F. Planer","NO"
"1961","34","CINEMATOGRAPHY",NA,"THE HUSTLER","Eugen Shuftan","YES"
"1961","34","CINEMATOGRAPHY",NA,"JUDGMENT AT NUREMBERG","Ernest Laszlo","NO"
"1961","34","CINEMATOGRAPHY",NA,"ONE, TWO, THREE","Daniel L. Fapp","NO"
"1961","34","CINEMATOGRAPHY",NA,"FANNY","Jack Cardiff","NO"
"1961","34","CINEMATOGRAPHY",NA,"FLOWER DRUM SONG","Russell Metty","NO"
"1961","34","CINEMATOGRAPHY",NA,"A MAJORITY OF ONE","Harry Stradling, Sr.","NO"
"1961","34","CINEMATOGRAPHY",NA,"ONE-EYED JACKS","Charles Lang, Jr.","NO"
"1961","34","CINEMATOGRAPHY",NA,"WEST SIDE STORY","Daniel L. Fapp","YES"
"1961","34","COSTUME DESIGN",NA,"THE CHILDREN'S HOUR","Dorothy Jeakins","NO"
"1961","34","COSTUME DESIGN",NA,"CLAUDELLE INGLISH","Howard Shoup","NO"
"1961","34","COSTUME DESIGN",NA,"JUDGMENT AT NUREMBERG","Jean Louis","NO"
"1961","34","COSTUME DESIGN",NA,"LA DOLCE VITA","Piero Gherardi","YES"
"1961","34","COSTUME DESIGN",NA,"YOJIMBO","Yoshiro Muraki","NO"
"1961","34","COSTUME DESIGN",NA,"BABES IN TOYLAND","Bill Thomas","NO"
"1961","34","COSTUME DESIGN",NA,"BACK STREET","Jean Louis","NO"
"1961","34","COSTUME DESIGN",NA,"FLOWER DRUM SONG","Irene Sharaff","NO"
"1961","34","COSTUME DESIGN",NA,"POCKETFUL OF MIRACLES","Edith Head, Walter Plunkett","NO"
"1961","34","COSTUME DESIGN",NA,"WEST SIDE STORY","Irene Sharaff","YES"
"1961","34","DIRECTING",NA,"THE GUNS OF NAVARONE","J. Lee Thompson","NO"
"1961","34","DIRECTING",NA,"THE HUSTLER","Robert Rossen","NO"
"1961","34","DIRECTING",NA,"JUDGMENT AT NUREMBERG","Stanley Kramer","NO"
"1961","34","DIRECTING",NA,"LA DOLCE VITA","Federico Fellini","NO"
"1961","34","DIRECTING",NA,"WEST SIDE STORY","Robert Wise, Jerome Robbins","YES"
"1961","34","DOCUMENTARY","Feature","LA GRANDE OLIMPIADE (OLYMPIC GAMES 1960)","dell Istituto Nazionale Luce, Comitato Organizzatore Del Giochi Della XVII Olimpiade","NO"
"1961","34","DOCUMENTARY","Feature","LE CIEL ET LA BOUE (SKY ABOVE AND MUD BENEATH)","Arthur Cohn and Rene Lafuite, Producers","YES"
"1961","34","DOCUMENTARY","Short Subject","BREAKING THE LANGUAGE BARRIER","United States Air Force","NO"
"1961","34","DOCUMENTARY","Short Subject","CRADLE OF GENIUS","Jim O'Connor and Tom Hayes, Producers","NO"
"1961","34","DOCUMENTARY","Short Subject","KAHL","Dido-Film-GmbH","NO"
"1961","34","DOCUMENTARY","Short Subject","L'UOMO IN GRIGIO (THE MAN IN GRAY)","Benedetto Benedetti, Producer","NO"
"1961","34","DOCUMENTARY","Short Subject","PROJECT HOPE","Frank P. Bibas, Producer","YES"
"1961","34","FILM EDITING",NA,"FANNY","William H. Reynolds","NO"
"1961","34","FILM EDITING",NA,"THE GUNS OF NAVARONE","Alan Osbiston","NO"
"1961","34","FILM EDITING",NA,"JUDGMENT AT NUREMBERG","Frederic Knudtson","NO"
"1961","34","FILM EDITING",NA,"THE PARENT TRAP","Philip W. Anderson","NO"
"1961","34","FILM EDITING",NA,"WEST SIDE STORY","Thomas Stanford","YES"
"1961","34","FOREIGN LANGUAGE FILM",NA,"HARRY AND THE BUTLER","Denmark","NO"
"1961","34","FOREIGN LANGUAGE FILM",NA,"IMMORTAL LOVE","Japan","NO"
"1961","34","FOREIGN LANGUAGE FILM",NA,"THE IMPORTANT MAN","Mexico","NO"
"1961","34","FOREIGN LANGUAGE FILM",NA,"PLACIDO","Spain","NO"
"1961","34","FOREIGN LANGUAGE FILM",NA,"THROUGH A GLASS DARKLY","Sweden","YES"
"1961","34","MUSIC","Scoring","BREAKFAST AT TIFFANY'S","Henry Mancini","YES"
"1961","34","MUSIC","Scoring","EL CID","Miklos Rozsa","NO"
"1961","34","MUSIC","Scoring","FANNY","Morris Stoloff, Harry Sukman","NO"
"1961","34","MUSIC","Scoring","THE GUNS OF NAVARONE","Dimitri Tiomkin","NO"
"1961","34","MUSIC","Scoring","SUMMER AND SMOKE","Elmer Bernstein","NO"
"1961","34","MUSIC","Scoring","BABES IN TOYLAND","George Bruns","NO"
"1961","34","MUSIC","Scoring","FLOWER DRUM SONG","Alfred Newman, Ken Darby","NO"
"1961","34","MUSIC","Scoring","KHOVANSHCHINA","Dimitri Shostakovich","NO"
"1961","34","MUSIC","Scoring","PARIS BLUES","Duke Ellington","NO"
"1961","34","MUSIC","Scoring","WEST SIDE STORY","Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal","YES"
"1961","34","MUSIC","Song","BACHELOR IN PARADISE","Music by Henry Mancini; Lyrics by Mack David","NO"
"1961","34","MUSIC","Song","EL CID","Music by Miklos Rozsa; Lyrics by Paul Francis Webster","NO"
"1961","34","MUSIC","Song","BREAKFAST AT TIFFANY'S","Music by Henry Mancini; Lyrics by Johnny Mercer","YES"
"1961","34","MUSIC","Song","POCKETFUL OF MIRACLES","Music by James Van Heusen; Lyrics by Sammy Cahn","NO"
"1961","34","MUSIC","Song","TOWN WITHOUT PITY","Music by Dimitri Tiomkin; Lyrics by Ned Washington","NO"
"1961","34","BEST PICTURE",NA,"FANNY","Joshua Logan, Producer","NO"
"1961","34","BEST PICTURE",NA,"THE GUNS OF NAVARONE","Carl Foreman, Producer","NO"
"1961","34","BEST PICTURE",NA,"THE HUSTLER","Robert Rossen, Producer","NO"
"1961","34","BEST PICTURE",NA,"JUDGMENT AT NUREMBERG","Stanley Kramer, Producer","NO"
"1961","34","BEST PICTURE",NA,"WEST SIDE STORY","Robert Wise, Producer","YES"
"1961","34","SHORT FILM","Animated","AQUAMANIA","Walt Disney, Producer","NO"
"1961","34","SHORT FILM","Animated","BEEP PREPARED","Chuck Jones, Producer","NO"
"1961","34","SHORT FILM","Animated","ERSATZ (THE SUBSTITUTE)","Zagreb Film","YES"
"1961","34","SHORT FILM","Animated","NELLY'S FOLLY","Chuck Jones, Producer","NO"
"1961","34","SHORT FILM","Animated","THE PIED PIPER OF GUADALUPE","Friz Freleng, Producer","NO"
"1961","34","SHORT FILM","Live Action","BALLON VOLE (PLAY BALL!)","Ciné-Documents","NO"
